Date,Price
2020-09-17,100.4503858839508
2020-09-18,100.44342052648348
2020-09-19,100.42967525879487
2020-09-20,100.42685119209347
2020-09-21,100.43424251945909
2020-09-22,100.43187165335486
2020-09-23,100.40781287419374
2020-09-24,100.3995558344658
2020-09-25,100.42122677576103
2020-09-26,100.43360654084772
2020-09-27,100.44854928045325
2020-09-28,100.45637965579066
2020-09-29,100.44582488592881
2020-09-30,100.46033237026087
2020-10-01,100.44748375568403
2020-10-02,100.44171747993155
2020-10-03,100.43754996047775
2020-10-04,100.42409974626291
2020-10-05,100.41993444597013
2020-10-06,100.417383233998
2020-10-07,100.43092785554342
2020-10-08,100.43818072904934
2020-10-09,100.42740804819714
2020-10-10,100.40959262652375
2020-10-11,100.42111459792278
2020-10-12,100.42263180716694
2020-10-13,100.41871750309292
2020-10-14,100.41591936222545
2020-10-15,100.41500292706536
2020-10-16,100.40109125129104
2020-10-17,100.39934770823446
2020-10-18,100.3885952774101
2020-10-19,100.38871503963423
2020-10-20,100.39566008559953
2020-10-21,100.39023085096576
2020-10-22,100.38665682538463
2020-10-23,100.40251122996176
2020-10-24,100.39403809345683
2020-10-25,100.38744024397465
2020-10-26,100.37203958875132
2020-10-27,100.37805534956452
2020-10-28,100.36955961456407
2020-10-29,100.38265343472199
2020-10-30,100.39321667639071
2020-10-31,100.37813388319498
2020-11-01,100.38331155018005
2020-11-02,100.36506247423817
2020-11-03,100.36935323274871
2020-11-04,100.3674525033525
2020-11-05,100.37801564865185
2020-11-06,100.38534039636752
2020-11-07,100.38364654623254
2020-11-08,100.38200748238971
2020-11-09,100.38622017627551
2020-11-10,100.38804717770982
2020-11-11,100.39157498873539
2020-11-12,100.3994485981056
2020-11-13,100.41209736295957
2020-11-14,100.40783110332735
2020-11-15,100.41575447053603
2020-11-16,100.41311311559092
2020-11-17,100.41357169555586
2020-11-18,100.4253880548249
2020-11-19,100.42078688192058
2020-11-20,100.41679777708899
2020-11-21,100.40887222920598
2020-11-22,100.41018371315847
2020-11-23,100.41014826838769
2020-11-24,100.38827515068698
2020-11-25,100.3855013424679
2020-11-26,100.38670394980386
2020-11-27,100.3808826959586
2020-11-28,100.38523928337999
2020-11-29,100.4053763501052
2020-11-30,100.39426481277005
2020-12-01,100.38911242087588
2020-12-02,100.40002131956419
2020-12-03,100.39292937743588
2020-12-04,100.4098202558748
2020-12-05,100.39803127110407
2020-12-06,100.39031120968878
2020-12-07,100.38080272029175
2020-12-08,100.3656606825355
2020-12-09,100.35807125800619
2020-12-10,100.35531579565226
2020-12-11,100.35786378627054
2020-12-12,100.35343813143103
2020-12-13,100.36503358025486
2020-12-14,100.35767488759886
2020-12-15,100.36446267235232
2020-12-16,100.38265658456429
2020-12-17,100.40238017994751
2020-12-18,100.41211511182475
2020-12-19,100.41824753521979
2020-12-20,100.42843323535146
2020-12-21,100.43642801651127
2020-12-22,100.44659680825066
2020-12-23,100.46143719778237
2020-12-24,100.43727394231028
2020-12-25,100.43908613791385
2020-12-26,100.41995213265821
2020-12-27,100.41066178167763
2020-12-28,100.41104941912215
2020-12-29,100.42089766206745
2020-12-30,100.40788143429542
2020-12-31,100.40992795288959
2021-01-01,100.4199046665828
2021-01-02,100.42681789149533
2021-01-03,100.4328021467993
2021-01-04,100.43278274270178
2021-01-05,100.44323975485226
2021-01-06,100.45137232342879
2021-01-07,100.45854535886318
2021-01-08,100.47562024836226
2021-01-09,100.47014241642208
2021-01-10,100.46722602359183
2021-01-11,100.47752097450399
2021-01-12,100.46701225509987
2021-01-13,100.46989409382967
2021-01-14,100.47136731162357
2021-01-15,100.45883137996779
2021-01-16,100.47687699279578
2021-01-17,100.48284423269796
2021-01-18,100.4791315894625
2021-01-19,100.4809773134953
2021-01-20,100.4895463913102
2021-01-21,100.47853426245224
2021-01-22,100.48049389341777
2021-01-23,100.47653064061714
2021-01-24,100.46984060210238
2021-01-25,100.47591194483935
2021-01-26,100.48260502037265
2021-01-27,100.51081415308856
2021-01-28,100.53259773463162
2021-01-29,100.54461940755964
2021-01-30,100.53144219851866
2021-01-31,100.53825267373699
2021-02-01,100.55662679104685
2021-02-02,100.57438449727331
2021-02-03,100.56649870635769
2021-02-04,100.574037292797
2021-02-05,100.57121767251924
2021-02-06,100.56732862484051
2021-02-07,100.56182091627916
2021-02-08,100.55977994678753
2021-02-09,100.56030080707497
2021-02-10,100.54617316798841
2021-02-11,100.54257474512686
2021-02-12,100.53553876916713
2021-02-13,100.56572999110476
2021-02-14,100.56347551730937
2021-02-15,100.56474460505636
2021-02-16,100.56027374069166
2021-02-17,100.56086703029635
2021-02-18,100.57496275511615
2021-02-19,100.5845002028927
2021-02-20,100.59985113340848
2021-02-21,100.60373718863433
2021-02-22,100.61296972687974
2021-02-23,100.61685192903258
2021-02-24,100.62631185853287
2021-02-25,100.6279872319251
2021-02-26,100.61511435055085
2021-02-27,100.60868865463489
2021-02-28,100.61117022872963
2021-03-01,100.60725968660711
2021-03-02,100.60654382200512
2021-03-03,100.60937327730932
2021-03-04,100.6092224752735
2021-03-05,100.6000778875171
2021-03-06,100.5849182765885
2021-03-07,100.59110195651165
2021-03-08,100.5739043294473
2021-03-09,100.58606980518348
2021-03-10,100.58986743154794
2021-03-11,100.58762360374226
2021-03-12,100.59913073866778
2021-03-13,100.60096911719104
2021-03-14,100.59568845823225
2021-03-15,100.59991356682312
2021-03-16,100.60994149652676
2021-03-17,100.6110497117189
2021-03-18,100.60485194502715
2021-03-19,100.60272914221368
2021-03-20,100.61351035704395
2021-03-21,100.61964944596936
2021-03-22,100.60351016934015
2021-03-23,100.60768555021393
2021-03-24,100.60568235556089
2021-03-25,100.61437134707968
2021-03-26,100.62693404095937
2021-03-27,100.61481331873314
2021-03-28,100.60990195794353
2021-03-29,100.60425811914916
2021-03-30,100.6017220316556
2021-03-31,100.60241218932731
2021-04-01,100.60318495554603
2021-04-02,100.59874799524086
2021-04-03,100.58381021223613
2021-04-04,100.58994240713064
2021-04-05,100.57694099758886
2021-04-06,100.58315583273112
2021-04-07,100.59007244520056
2021-04-08,100.5992770243545
2021-04-09,100.6092873137059
2021-04-10,100.60488919508067
2021-04-11,100.61259449046273
2021-04-12,100.6131923815511
2021-04-13,100.62222047613197
2021-04-14,100.62081880455764
2021-04-15,100.63204566125253
2021-04-16,100.62832248520287
2021-04-17,100.63921330367099
2021-04-18,100.63809382857897
2021-04-19,100.63782303466908
2021-04-20,100.64183570500845
2021-04-21,100.65281519320102
2021-04-22,100.65535665079662
2021-04-23,100.64780320858952
2021-04-24,100.64809815945672
2021-04-25,100.65845143061938
2021-04-26,100.66851329401298
2021-04-27,100.67289307505254
2021-04-28,100.68678917769188
2021-04-29,100.68892789885557
2021-04-30,100.68187832662443
2021-05-01,100.66533208281959
2021-05-02,100.67999172190562
2021-05-03,100.68879195550171
2021-05-04,100.70791004840684
2021-05-05,100.70785834893397
2021-05-06,100.69318489117944
2021-05-07,100.6951595551402
2021-05-08,100.69723672954824
2021-05-09,100.69404330403857
2021-05-10,100.692453112549
2021-05-11,100.693586234942
2021-05-12,100.69276602494516
2021-05-13,100.68865961690801
2021-05-14,100.7024014338683
2021-05-15,100.69919214019286
2021-05-16,100.6888514218991
2021-05-17,100.66924571984866
2021-05-18,100.66208432588691
2021-05-19,100.6721353422768
2021-05-20,100.6718222009703
2021-05-21,100.69724796264073
2021-05-22,100.6898907728624
2021-05-23,100.69056782782583
2021-05-24,100.69327162579894
2021-05-25,100.69101486476592
2021-05-26,100.68642619263245
2021-05-27,100.6736219122538
2021-05-28,100.67542589508358
2021-05-29,100.67755956338614
2021-05-30,100.66799864424071
2021-05-31,100.6711368170973
2021-06-01,100.6663951288833
2021-06-02,100.66733762574754
2021-06-03,100.67560696659645
2021-06-04,100.68209562705295
2021-06-05,100.67100282843325
2021-06-06,100.68190647762113
2021-06-07,100.68321978673524
2021-06-08,100.68131800830545
2021-06-09,100.68867845576894
2021-06-10,100.672479844794
2021-06-11,100.67096006849152
2021-06-12,100.68310366314947
2021-06-13,100.68217392892616
2021-06-14,100.67629231456363
2021-06-15,100.6908869700572
2021-06-16,100.69221924498736
2021-06-17,100.68201873360668
2021-06-18,100.68056525240611
2021-06-19,100.67726247125653
2021-06-20,100.66557200414738
2021-06-21,100.66503003525759
2021-06-22,100.6672088638986
2021-06-23,100.67400727709516
2021-06-24,100.6928671661322
2021-06-25,100.70977852629144
2021-06-26,100.71730152676525
2021-06-27,100.73530165280502
2021-06-28,100.72416732221922
2021-06-29,100.7217753490129
2021-06-30,100.73155029291638
2021-07-01,100.73008588172557
2021-07-02,100.73259264445979
2021-07-03,100.71487985073188
2021-07-04,100.71867143366758
2021-07-05,100.71130917151021
2021-07-06,100.705357778927
2021-07-07,100.69316373315789
2021-07-08,100.70426588436786
2021-07-09,100.70735685944342
2021-07-10,100.72692284072235
2021-07-11,100.72741206613279
2021-07-12,100.7342887464802
2021-07-13,100.72485216732485
2021-07-14,100.7269044845376
2021-07-15,100.71213018170681
2021-07-16,100.71948135110384
2021-07-17,100.72452496136707
2021-07-18,100.71233516125278
2021-07-19,100.71238035354894
2021-07-20,100.71818212337617
2021-07-21,100.72389178660059
2021-07-22,100.713460008372
2021-07-23,100.70327964832168
2021-07-24,100.71044358637663
2021-07-25,100.71447593310086
2021-07-26,100.7034500396938
2021-07-27,100.7074404420552
2021-07-28,100.70410058545211
2021-07-29,100.69906769049643
2021-07-30,100.71306666561867
2021-07-31,100.71423115378114
2021-08-01,100.7163256179955
2021-08-02,100.71937943717613
2021-08-03,100.72201862917478
2021-08-04,100.72633370547042
2021-08-05,100.72970038204382
2021-08-06,100.73210709286138
2021-08-07,100.72301370459009
2021-08-08,100.7041135430706
2021-08-09,100.70809777069341
2021-08-10,100.70759737990856
2021-08-11,100.71027225623322
2021-08-12,100.72356949552585
2021-08-13,100.73127265091594
2021-08-14,100.74920975621649
2021-08-15,100.75054170041135
2021-08-16,100.73739269165979
2021-08-17,100.73572357530612
2021-08-18,100.73831906776634
2021-08-19,100.74156353674964
2021-08-20,100.74588383040663
2021-08-21,100.73991205741139
2021-08-22,100.73854823831182
2021-08-23,100.71795169248105
2021-08-24,100.71603096415508
2021-08-25,100.73774918482015
2021-08-26,100.72897831616505
2021-08-27,100.74196022847343
2021-08-28,100.75623444542677
2021-08-29,100.73710012677341
2021-08-30,100.73273861411734
2021-08-31,100.71681105561521
2021-09-01,100.71228303244708
2021-09-02,100.69951399960536
2021-09-03,100.7103253076725
2021-09-04,100.71190740853295
2021-09-05,100.7148206905299
2021-09-06,100.71969423251335
2021-09-07,100.73017743868398
2021-09-08,100.72201611623277
2021-09-09,100.72270792142855
2021-09-10,100.72579385044817
2021-09-11,100.72419960800684
2021-09-12,100.72648519268645
2021-09-13,100.71059893361986
2021-09-14,100.71040347515194
2021-09-15,100.71376113433801
2021-09-16,100.72125538720337
2021-09-17,100.72261341190448
2021-09-18,100.73141041680445
2021-09-19,100.74365723498718
2021-09-20,100.73589035144393
2021-09-21,100.73097597004785
2021-09-22,100.7281161876634
2021-09-23,100.732491843779
2021-09-24,100.73779106906485
2021-09-25,100.72020103479514
2021-09-26,100.71945936074606
2021-09-27,100.70336633130302
2021-09-28,100.69077295838281
2021-09-29,100.70133998634928
2021-09-30,100.6998696880615
2021-10-01,100.70839748668025
2021-10-02,100.71324096673153
2021-10-03,100.72594642303642
2021-10-04,100.73657704217396
2021-10-05,100.72487009387979
2021-10-06,100.73226000937804
2021-10-07,100.73546969640527
2021-10-08,100.72021599538708
2021-10-09,100.7243116760854
2021-10-10,100.73571684019844
2021-10-11,100.73975514362192
2021-10-12,100.71828823452815
2021-10-13,100.71910866218417
2021-10-14,100.72472124002397
2021-10-15,100.72430117173076
2021-10-16,100.72477363187635
2021-10-17,100.72805824398918
2021-10-18,100.70774910867519
2021-10-19,100.68714590242637
2021-10-20,100.68043921476836
2021-10-21,100.66739749624816
2021-10-22,100.66589708285576
2021-10-23,100.65977980261108
2021-10-24,100.65497164784892
2021-10-25,100.65215485876004
2021-10-26,100.66285395973775
2021-10-27,100.66429362740394
2021-10-28,100.67157447493942
2021-10-29,100.67389237921006
2021-10-30,100.66560232965442
2021-10-31,100.66269728483698
2021-11-01,100.6640013758476
2021-11-02,100.65052008572442
2021-11-03,100.6466261279005
2021-11-04,100.65201804015356
2021-11-05,100.65160459068981
2021-11-06,100.65919264502804
2021-11-07,100.67652384596032
2021-11-08,100.67678074881843
2021-11-09,100.69095954212115
2021-11-10,100.67851757283911
2021-11-11,100.69496582837871
2021-11-12,100.68553952677169
2021-11-13,100.68906054142197
2021-11-14,100.6807431376771
2021-11-15,100.68082963628214
2021-11-16,100.67212241480394
2021-11-17,100.67267321969359
2021-11-18,100.68230258371615
2021-11-19,100.6776631829294
2021-11-20,100.6820904918858
2021-11-21,100.68972949428475
2021-11-22,100.70104482165685
2021-11-23,100.69996021949582
2021-11-24,100.6899334594886
2021-11-25,100.68374406050587
2021-11-26,100.68756853445693
2021-11-27,100.68862375907315
2021-11-28,100.68994032846234
2021-11-29,100.70616886337322
2021-11-30,100.69766114707225
2021-12-01,100.69511523719564
2021-12-02,100.68955669932147
2021-12-03,100.68766072653113
2021-12-04,100.68540838737756
2021-12-05,100.68651514493123
2021-12-06,100.70726655153139
2021-12-07,100.70285438243911
2021-12-08,100.72179157671532
2021-12-09,100.72333975429672
2021-12-10,100.71207293304181
2021-12-11,100.71437372924149
2021-12-12,100.70674232920544
2021-12-13,100.69988427439507
2021-12-14,100.70627495904269
2021-12-15,100.70101584880032
2021-12-16,100.690084593005
2021-12-17,100.6945190013519
2021-12-18,100.70731763987511
2021-12-19,100.71943076449874
2021-12-20,100.71564660589354
2021-12-21,100.71256092739175
2021-12-22,100.7284794879162
2021-12-23,100.74579676724811
2021-12-24,100.75882699480258
2021-12-25,100.75167003361626
2021-12-26,100.75254857729843
2021-12-27,100.75142487483787
2021-12-28,100.75754818821372
2021-12-29,100.7568839880367
2021-12-30,100.76294019129668
2021-12-31,100.76260550494571
2022-01-01,100.74535114198854
2022-01-02,100.74059282810735
2022-01-03,100.73479536561875
2022-01-04,100.74939273048265
2022-01-05,100.75124254660103
2022-01-06,100.75241993941329
2022-01-07,100.76466984021278
2022-01-08,100.77717577921302
2022-01-09,100.76845669389513
2022-01-10,100.77223932709462
2022-01-11,100.7819648607885
2022-01-12,100.76966372622601
2022-01-13,100.75830446537272
2022-01-14,100.7536671985863
2022-01-15,100.76245607627067
2022-01-16,100.75271591339224
2022-01-17,100.74524385166774
2022-01-18,100.73976090671648
2022-01-19,100.73966078831413
2022-01-20,100.74643887574595
2022-01-21,100.73503995120038
2022-01-22,100.74062503934759
2022-01-23,100.72270050922664
2022-01-24,100.7244806296843
2022-01-25,100.73068721752422
2022-01-26,100.71354823263924
2022-01-27,100.69493961526032
2022-01-28,100.68699026236703
2022-01-29,100.68750423302195
2022-01-30,100.69836189730584
2022-01-31,100.69903246182041
2022-02-01,100.70788631015445
2022-02-02,100.69256382456906
2022-02-03,100.69091671580271
2022-02-04,100.67658389984686
2022-02-05,100.701489477574
2022-02-06,100.70328095137695
2022-02-07,100.70405770766011
2022-02-08,100.7022406260083
2022-02-09,100.71579595974016
2022-02-10,100.70522127337938
2022-02-11,100.70884286031408
2022-02-12,100.70142532093747
2022-02-13,100.71218429393777
2022-02-14,100.70418614988614
2022-02-15,100.70852476429314
2022-02-16,100.70136032603943
2022-02-17,100.7009482800495
2022-02-18,100.69749903169416
2022-02-19,100.70025963262731
2022-02-20,100.68858332316427
2022-02-21,100.66507552988675
2022-02-22,100.6549701703053
2022-02-23,100.64905756774617
2022-02-24,100.6380634257241
2022-02-25,100.64052245794124
2022-02-26,100.64137320829646
2022-02-27,100.64044455384986
2022-02-28,100.64485927393643
2022-03-01,100.65046687657713
2022-03-02,100.64175806297868
2022-03-03,100.6219335541032
2022-03-04,100.61714986368357
2022-03-05,100.60688656601025
2022-03-06,100.61145400084243
2022-03-07,100.6015854360502
2022-03-08,100.61125654537368
2022-03-09,100.60831808782596
2022-03-10,100.6197697961555
2022-03-11,100.63043328271543
2022-03-12,100.62558111913982
2022-03-13,100.62037188567065
2022-03-14,100.6406786264164
2022-03-15,100.63094148401767
2022-03-16,100.62016632575974
2022-03-17,100.62619622671357
2022-03-18,100.61913288751644
2022-03-19,100.62314901824344
2022-03-20,100.62561969966839
2022-03-21,100.61534484959185
2022-03-22,100.61737429965561
2022-03-23,100.62239104226879
2022-03-24,100.60408356545454
2022-03-25,100.6119034693373
2022-03-26,100.61829954963454
2022-03-27,100.62480086509929
2022-03-28,100.61735664343158
2022-03-29,100.61625564286254
2022-03-30,100.60462588629922
2022-03-31,100.58407893343117
2022-04-01,100.57783166884303
2022-04-02,100.56825949723277
2022-04-03,100.56543925946346
2022-04-04,100.5548697027681
2022-04-05,100.56617899159282
2022-04-06,100.5626646925184
2022-04-07,100.5421725162042
2022-04-08,100.53725499314636
2022-04-09,100.53968769185173
2022-04-10,100.53758621807434
2022-04-11,100.54558701665943
2022-04-12,100.53618310410128
2022-04-13,100.5333479108341
2022-04-14,100.55090779920326
2022-04-15,100.56011689815216
2022-04-16,100.5661120109245
2022-04-17,100.54302281982173
2022-04-18,100.53981592607953
2022-04-19,100.5338662289867
2022-04-20,100.52660061445411
2022-04-21,100.51021075247981
2022-04-22,100.5216380521853
2022-04-23,100.53606862524829
2022-04-24,100.52635279242075
2022-04-25,100.53896939086019
2022-04-26,100.54151635062388
2022-04-27,100.54509174533958
2022-04-28,100.54941783037305
2022-04-29,100.55349413241674
2022-04-30,100.5490715669921
2022-05-01,100.5651709068418
2022-05-02,100.57723585086977
2022-05-03,100.57168176745895
2022-05-04,100.57900807475443
2022-05-05,100.57191656308378
2022-05-06,100.57710273532872
2022-05-07,100.57904210659515
2022-05-08,100.57364104394895
2022-05-09,100.58675991264285
2022-05-10,100.58930264259126
2022-05-11,100.59268302625037
2022-05-12,100.60072353036607
2022-05-13,100.59166778576657
2022-05-14,100.57669806418677
2022-05-15,100.55694035756727
2022-05-16,100.56751996245353
2022-05-17,100.57292176161702
2022-05-18,100.56557201267397
2022-05-19,100.5630528618557
2022-05-20,100.56182820244652
2022-05-21,100.56200267072964
2022-05-22,100.5672384672431
2022-05-23,100.54698207970314
2022-05-24,100.55351527001494
2022-05-25,100.56056596947322
2022-05-26,100.55851226726357
2022-05-27,100.55328063428024
2022-05-28,100.56227855792567
2022-05-29,100.57030674854846
2022-05-30,100.57018289997873
2022-05-31,100.56304417596147
2022-06-01,100.5650952829508
2022-06-02,100.57106266622995
2022-06-03,100.58093793044526
2022-06-04,100.58261125254221
2022-06-05,100.57753314181718
2022-06-06,100.56822736239921
2022-06-07,100.5767874232112
2022-06-08,100.58127536555237
2022-06-09,100.56499078755463
2022-06-10,100.57811815832304
2022-06-11,100.57641511139441
2022-06-12,100.56901404546561
2022-06-13,100.57495486702325
2022-06-14,100.59049170894046
2022-06-15,100.61533426173179
2022-06-16,100.59887118441135
2022-06-17,100.60153678565406
2022-06-18,100.61016555433531
2022-06-19,100.61129204194462
2022-06-20,100.60060552222367
2022-06-21,100.59817926508053
2022-06-22,100.5776369643193
2022-06-23,100.56497447744236
2022-06-24,100.56904981700447
2022-06-25,100.5558878188788
2022-06-26,100.54981619648765
2022-06-27,100.55981715571704
2022-06-28,100.55031965294751
2022-06-29,100.54269970330965
2022-06-30,100.54336512751289
2022-07-01,100.54945679617467
2022-07-02,100.54265494412843
2022-07-03,100.5321850354511
2022-07-04,100.53814062781238
2022-07-05,100.53986398374909
2022-07-06,100.55482684505513
2022-07-07,100.5487701636445
2022-07-08,100.55440141101498
2022-07-09,100.55206713389359
2022-07-10,100.54401139674928
2022-07-11,100.52033259993746
2022-07-12,100.51613830301766
2022-07-13,100.51449836178737
2022-07-14,100.49832645470454
2022-07-15,100.51871860703032
2022-07-16,100.50496645885937
2022-07-17,100.50745285715084
2022-07-18,100.53046410532647
2022-07-19,100.53389475705902
2022-07-20,100.55259528922952
2022-07-21,100.5722943722617
